goal,steps,ordered?
How to Control Shedding (Dogs) - Removing Dog Hair from Your Home,Get rid of hair ASAP. Vacuum regularly. Use couch and seat covers. Use a sticky roller. Use an air purifier. Control your dog's allergies.,0
How to Improvise on Guitar - Perfecting Your Improvisation Skills,Improvise over recorded songs or live performances. Familiarize yourself with the rhythm and chord progression of a song. Mix in licks from other famous songs. Use string bending and vibrato to enhance longer notes. Record yourself and listen back.,1
How to Make Your Hips Look Bigger - Enhancing Hip Size with Flattering Clothing,Find ways to make your waist look slimmer. Pick vertical stripes to create a slimming look. Invest in flattering jeans and pants. Try pencil skirts.,0
How to Kill English Ivy - Killing Ivy on Trees,Get your equipment ready. Cut the vines around the base of the tree. Cut another circle around the tree at shoulder level. Examine the tree trunk for uncut vines. Cut away the ivy on the ground. Wait for the ivy to die. Monitor the area for new ivy growth.,0
How to Love Teaching - Staying Positive,Engage more with your coworkers. Maintain a positive attitude for your students. Note the impact you are having on your students. Try to keep an open mind when you are criticized. Find sources of inspiration. Avoid negative discussions about teaching.,0
How to Grow Taro - Growing Shoots on Tubers,"Purchase your tubers from a seed supplier or exotic market. Choose healthy-looking, large tubers for planting. Place the bottom half of the tuber in sandy soil so shoots start to form. Wait a few weeks for the shoots to develop.",0
How to Build a Home Studio for Computer Based Music Recording - Building a Home Studio,"Write a plan of what you want to do. Acquire the appropriate equipment. Buy or download music-editing software for your PC. Connect everything up. Learn how to record a sound from an input line and how to arrange pre-recorded sounds. Select a room in your house. Start writing simple tracks. If you have trouble with any of the above, pick up a Mixing / Studio Book. Once you've learned the basics, start breaking it down.",0
How to Achieve Your Goals for the New School Year - Getting in the Right Mindset,Write down all of your goals. Create precise goals for yourself. Think of immediate and long-term goals. Make deadlines for your goals. Start with a  positive  attitude.,0
How to Measure Helmet Size - Trying on a Helmet,Determine helmet type. Select a helmet designed to fit your head circumference. Try the helmet on.,0
How to Cook with Mushrooms - Finding Mushrooms,Know your mushroom species. Search for mushrooms in local wooded areas. Gather some mushrooms. Check for freshness. Buy mushrooms at the grocery store.,0
How to Flat Iron Hair - Learning the Technique,"Plug in your iron and flick the switch to ""on."" Separate your hair into several sections. Place the straightener as close to the roots as possible. Clamp the iron down. Run the flat iron down the length of your section of hair. Run the straightener over the section up to 2-3 times. Move the straightened piece out of the way and unclip a new section of hair.",1
How to Cope when Your Spouse Has a Chronic Mental Illness - Taking Care of Yourself,Set up boundaries. Make your health a priority. Understand it’s not your fault. Talk to your spouse about how you feel. Take a break.,0
How to Get a Beautiful Complexion - Dealing with Blemishes,Leave pimples alone. Wash affected areas twice a day. Stay away from grease. Keep your skin clear of objects. Do not exfoliate acne-prone skin. Purchase over-the-counter skin products with benzoyl peroxide or salicylic acid. Make an appointment with a dermatologist. Get a prescription for topical treatments. Get a prescription for oral medications. Talk to your doctor about dermatological therapies. Finished.,1
How to Make a Croissant Sandwich,"Lay out your equipment. Take a sharp knife (not a butter knife) and cut the croissant in half, then place each slice (inside facing up)next to each other on a paper plate. Scoop out the mayonnaise or Miracle Whip with a spoon and splatter it on each side. Take a piece of ham and lay it on the bottom half of the croissant. Take a slice of cheese and lay it on the top half. Take the two halves off of the paper plate and put them into a toaster. Take a small, microwavable bowl and crack the egg on it. Stab the egg yolk with a fork and stir thoroughly. Cover the bowl with a paper towel and place it in the microwave for a minute. When both the sandwich halves and the scrambled egg are finished, set them both on the paper plate on the counter/table. Put both halves together (be careful, the scrambled eggs might slip). Give it about half a minute to a minute to cool, then enjoy your homemade croissant sandwich! Finished.",0
How to Set Up a Kids' Section on a Website - Plan Your Kids' Section,Figure out what you have to change to appeal directly to children. Develop some children's mascots or characters that speak to your corporate message but are something with which kids can identify. Determine the focus of your kids' section. Plan out your site's navigation.,0
How to Buy Good Chocolate - Examining the Chocolate Packaging,"Confirm that cocoa byproducts are the top ingredients. Buy chocolate that has been made recently. Expect to pay more for high-quality chocolate. Do not buy chocolate that has been “Dutched.” If chocolate has undergone “Dutching,” the raw cacao beans have been processed with alkali. Buy semisweet or unsweetened chocolate for baking needs.",0
How to Decorate Cat‐Themed Cupcakes - Making Cat Faces,Frost the cupcake. Make the eyes. Make the nose. Make the mouth. Make the whiskers. Add the ears.,0
How to Make Gift Bags from Reused Copy Paper Packages - Forming the bag,Take the copy paper out of the packaging. Turn the packaging into a bag. Fold the flap on the remaining open end of the packaging inward.,0
How to Decorate Garden Stones - Organizing Your Project,Choose smooth stones. Use cheap brushes. Buy the right paint and sealant for outdoor stones. Do the same for indoor stones. Sketch your design and practice on test stones.,0
How to Be Okay with Having a Communist Friend - Working on Your Friendship,Agree to disagree. Show respect. Focus on the better aspects in your friendship and find common ground. Support your friend if other people pick on them.,0
How to Use Massage for Neck Pain - Giving Yourself a Massage,Start under your ears. Focus on the neck and shoulders. Massage pressure points. Massage trigger points.,0
How to Date a Taurus Male - Getting His Attention,Maintain your patience and build his trust. Talk about your success in a passionate way. Ask for his advice and guidance. Make the first move and ask him out on a conventional date. Dress and act classy.,0
How to Hide Your Profile Picture on Facebook - Using a Computer,Open Facebook in your internet browser. Click your profile picture or name on the top-left. Click the Photos tab on your profile page. Click the Albums tab on the Photos page. Click the Profile Pictures album. Click the picture you want to hide. Click the tiny globe icon below your name on the top-right. Select Only me on the drop-down menu.,1
How to Live With a Chronic Illness - Caring For Your Condition Physically,Work with your doctor. Find a specialist. Research your chronic illness. Set a schedule for your medications. Decrease stress.,0
